,N,beta,effectiveBeta,effectiveBetaPct,graph_m,meanDegree,p,rep
311,20000,0.155,0.11018896488376652,0.7108965476372033,2,3.9996,0.01,5
312,20000,0.155,0.11672148564223662,0.7530418428531396,2,3.9996,0.005,5
313,20000,0.155,0.11026026053988974,0.7113565196121919,2,3.9996,0.001,5
314,20000,0.155,0.11172648422778014,0.7208160272760009,2,3.9996,0.0,5
315,20000,0.155,0.15840344496216882,1.0219577094333472,1,1.9999,1.0,5
316,20000,0.155,0.1364906680431468,0.8805849551170761,1,1.9999,0.5,5
317,20000,0.155,0.11483505985339901,0.7408713538928968,1,1.9999,0.25,5
318,20000,0.155,0.09565930360106434,0.6171567974262215,1,1.9999,0.1,5
319,20000,0.155,0.10801201301319244,0.696851696859306,1,1.9999,0.05,5
320,20000,0.155,0.12284048783595801,0.7925192763610194,1,1.9999,0.01,5
321,20000,0.155,0.09420711677181258,0.6077878501407263,1,1.9999,0.005,5
322,20000,0.155,0.11981475555299571,0.772998422922553,1,1.9999,0.001,5
323,20000,0.155,0.07391016720391966,0.4768397884123849,1,1.9999,0.0,5
324,20000,0.155,0.15831991235198226,1.0214187893676274,6,11.9964,1.0,6
325,20000,0.155,0.14991170350643215,0.9671722806866591,6,11.9964,0.5,6
326,20000,0.155,0.14991658070445746,0.9672037464803707,6,11.9964,0.25,6
327,20000,0.155,0.1382380366773356,0.8918583011441007,6,11.9964,0.1,6
328,20000,0.155,0.13860719721393439,0.8942399820253831,6,11.9964,0.05,6
329,20000,0.155,0.13246721715499873,0.8546272074516047,6,11.9964,0.01,6
330,20000,0.155,0.13181918127826217,0.8504463308274979,6,11.9964,0.005,6
331,20000,0.155,0.13269796226983008,0.856115885611807,6,11.9964,0.001,6
332,20000,0.155,0.1343458773620184,0.8667475958839896,6,11.9964,0.0,6
333,20000,0.155,0.15624340557822966,1.0080219714724494,5,9.9975,1.0,6
334,20000,0.155,0.14643141535687035,0.9447188087540023,5,9.9975,0.5,6
335,20000,0.155,0.14393474890237484,0.9286112832411281,5,9.9975,0.25,6
336,20000,0.155,0.12825035334489907,0.8274216344832198,5,9.9975,0.1,6
337,20000,0.155,0.13350326707672402,0.8613114004949937,5,9.9975,0.05,6
338,20000,0.155,0.13653987148811156,0.8809023966974939,5,9.9975,0.01,6
339,20000,0.155,0.14329978513037864,0.9245147427766364,5,9.9975,0.005,6
340,20000,0.155,0.14241765366144066,0.9188235720092945,5,9.9975,0.001,6
341,20000,0.155,0.1442360231739893,0.9305549882192857,5,9.9975,0.0,6
342,20000,0.155,0.15830356151487074,1.0213133000959402,4,7.9984,1.0,6
343,20000,0.155,0.1530698110572018,0.9875471681109793,4,7.9984,0.5,6
344,20000,0.155,0.14297225656254953,0.922401655242255,4,7.9984,0.25,6
